,Id,Application,Parent Product,Setup Name,Task Category,Value Added Product,Task Type,Task ID,Task Key,Task Name,Task Desc,Effort Days,Vary By Client Size?,Prerequisites,Task Instructions,Additional Information,Task Owners,Distribution list,Ticket Type,Sample Ticket Number,Input to tickets,Helpful Links
131,132,Ops Console,Ops Console,Ops Console Environment,Network Setup,No,Network connectivity,Ops31,Ops-Ops-31,Establish the connection between  Connecting application and Ops console,Open a Firewall request to establish the connectivity between Underlying application and Ops console,10,No,Get the Server and Ip details,Open an ITSM request to open the firewall between the client and ops console\nFor samples please refer to the Sample ticket \nUse the below link to inquire about the tickets:\nhttps://brhelix.onbmc.com/arsys/forms/onbmc-s/SHR%3ALandingConsole/Default+Administrator+View/?cacheid=89f7b9a2,,Global Network Services team,Global Network Services <Global-NetworkServices@broadridge.com>,ITSM,,"Servers, Ips, Ports, and URLS",https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
132,133,Ops Console,Ops Console,Ops Console Environment,Network Setup,No,Network connectivity,Ops32,Ops-Ops-32,Establish the connection between Ops console and Connecting application,Open a Firewall request to establish the connectivity between Ops console and Underlying application,10,No,Get the Server and Ip details,Open an ITSM request to open the firewall between the Ops console environment and the client\nFor samples please refer to the Sample ticket \nUse the below link to inquire about the tickets:\nhttps://brhelix.onbmc.com/arsys/forms/onbmc-s/SHR%3ALandingConsole/Default+Administrator+View/?cacheid=89f7b9a2,,Global Network Services team,Global Network Services <Global-NetworkServices@broadridge.com>,ITSM,,"Servers, Ips, Ports, and URLS",https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
133,134,Ops Console,Ops Console,Ops Console Environment,Network Setup,No,Network connectivity,Ops33,Ops-Ops-33,Collect Ip details,Need client IP/Subnet info (a weekend activity)\n(need SSO to be completed first),1,No,,Reach out to the client through an email and get the IP details and server details as needed to establish the connectivity,,GTO Service delivery team,gtosd@broadridge.com,Email,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
134,135,Ops Console,Ops Console,Ops Console Environment,Network Setup,No,Network connectivity,Ops34,Ops-Ops-34,Create Virtual IP,Submit ticket to setup LB VIP (include internal and external) allow all connections from internal users.,5,No,Get the Server and Ip details from the client,Reach out to the client through an email and get the IP details and server details as needed to establish the connectivity,,Global Network Services team,Global Network Engineering <GlobalNetworkEngineering@broadridge.com>,ITSM,CRQ000001194442,TCP UDP: TCP\nSource IP Subnet/IP Address: See description\nSource Hostname: See description\nNAT/PAT Address?: See description\nDestination Subnet/IP Address: See description\nDestination Hostname: See description\nDestination Port: See description\nBi-Direct: Yes\nJustification for Access (Why is this access required?): Onboarding TD client.\nSite: Broadridge Multiple Data Centers,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
135,136,Ops Console,Ops Console,Ops Console Environment,Entitlement setup,No,Access Management,Ops35,Ops-Ops-35,Admin ID creation,Setup a Admin ID to login to Opsconsole and setup the Menus and Dashboards,2 - 5 Days,No,IDM Evironment should be in place\nClient ,Open a One BR request to setup a Admin ID in IDM which will further be used to create the user profiles.\nFor Samples please refer to the sample tickets\nuse the below link to serach and open the ticket: https://brhelix-dwp.onbmc.com/dwp/app/#/catalog,Get a client approval before opening an IDM request,IDM Team,IDM@broadridge.com,One BR,60407208,Email ID and Full name of the person,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
136,137,Ops Console,Ops Console,Ops Console Environment,Entitlement setup,No,Access Management,Ops36,Ops-Ops-36,Exclude /phaseIV from OpsConsole (skip SSO navigation),Configure the Phase Ivc URL in Ops console to bypass the credential verification for individual standalone applications\n,5,No,,Open an ITSM request to exclude the Phase Ivc URLS in the ops console to Bypass the credential verification.\nFor samples please refer to the Sample ticket \nUse the below link to inquire about the tickets:\nhttps://brhelix.onbmc.com/arsys/forms/onbmc-s/SHR%3ALandingConsole/Default+Administrator+View/?cacheid=89f7b9a2\n,,Ops console Dev,WMAP-OpsConsole-DEV <WMAP-OC-Development@broadridge.com>,ITSM,,/PhaseIVc/Client#,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
137,138,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops37,Ops-Ops-37,Establish Phase IV C URL (Application side),Open a Metis ticket to Application teams to setup the Phase IVC URLS,20 - 40 ,Yes,Get the list of applications or products in scope,Open a Metis ticket to the product teams to setup the Phase Ivc urls .\nPlease refer to the Sample tickets for Metis sample\nUse the below link to serach the sample tickets and open the Metis:\nhttps://remtier.broadridge.net/rsso/start?goto=http%3A%2F%2Fremtier.broadridge.net%2Farsys%2F&tenullt=remtier.broadridge.net@broadridge.net,The Metis tickets can be opened once the scope is finalized and a project ID is assigned,Product teams,,Metis,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
138,139,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops38,Ops-Ops-38,Configure Phase Ivc URL of underlying application in Ops Console\n,"Get the Phase Ivc URL from the underlying application like Impact,Ascendis etc. and confugure the links in Ops console",25,Yes,The Phase URLs should be created and shared by the Product teams,Send out an email to Ops console dev team with the Urls and File names to configure the Menus,,Ops console Dev,WMAP-OpsConsole-DEV <WMAP-OC-Development@broadridge.com>,Email,5900670,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
139,140,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops39,Ops-Ops-39,Ops Console Menu configuration,Setup the ops console menu for all the applications that needs to be accessed,25,Yes,The Phase URLs should be created and shared by the Product teams,Send out an email to Ops console dev team with the Urls and File names to configure the Menus.  ,This is going to be the base build setup where ops console team holds all the required information for the base applications.,Ops console Dev,WMAP-OpsConsole-DEV <WMAP-OC-Development@broadridge.com>,Metis,,"Names of application, URLs, Entitlements, Funcs and Scons",https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
140,141,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops40,Ops-Ops-40,Setup Dashboard Widget,"Setup the Summary/Issue dashboards for the individual applications on the Ops console, Open a Metis tickets to Product teams",20-40,Yes,Gather the list of Dasboards in scope for the client,Open a Metis ticket to the product teams to setup the required Urls files for the Dashboards with the details of the Dashboards in scope for each application.\nOnce the Inputs are provided to the Ops console team through an email from the product teams. Ops console dev team will configure the widgets and Dashboards.\nPlease refer to the Sample tickets for Metis sample\nUse the below link to serach the sample tickets and open the Metis:\nhttps://remtier.broadridge.net/rsso/start?goto=http%3A%2F%2Fremtier.broadridge.net%2Farsys%2F&tenullt=remtier.broadridge.net@broadridge.net,,Product teams/Ops console Dev team,WMAP-OpsConsole-DEV <WMAP-OC-Development@broadridge.com>,Metis,5901954,"URLs of underlying apps, source system details, layout of the dashbord and parameters required",https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
141,142,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops41,Ops-Ops-41,Setup Notifications and alerts,Setup the Notifications and alerts for the applications that are configured in Ops console. Open Metis tickets for Product teams,20-40,Yes,Gather the list of Notifications in scope for the client,"Open a Metis ticket to the product teams to setup the required Urls, files,Mqs for the Notifications with the details of the Dashboards in scope for each application.\nOnce the Inputs are provided to the Ops console team through an email from the product teams. Ops console dev team will configure the KPIs and Notifications.\nPlease refer to the Sample tickets for Metis sample\nUse the below link to serach the sample tickets and open the Metis:\nhttps://remtier.broadridge.net/rsso/start?goto=http%3A%2F%2Fremtier.broadridge.net%2Farsys%2F&tenullt=remtier.broadridge.net@broadridge.net",,Product Teams/GEMs/Ops Console Dev team,WMAP-OpsConsole-DEV <WMAP-OC-Development@broadridge.com>,Metis,5901948,KAFCA message from GEMS team,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
142,143,Ops Console,Ops Console,Ops Console Environment,Core Setup,,Core Setup,Ops42,Ops-Ops-42,Setup Ops GPT,Open a Metis Ticket to Application teams and Ops console teams to setup the Ops Gpt environment,20-40,Yes,Get the deails of the Queue Names and Queue Manager Name,Open a Metis ticket to setup the Ops Gpt. Ops console teams will work with the Product teams teams on the required inputs.\nPlease refer to the Sample tickets for Metis sample\nUse the below link to serach the sample tickets and open the Metis:\nhttps://remtier.broadridge.net/rsso/start?goto=http%3A%2F%2Fremtier.broadridge.net%2Farsys%2F&tenullt=remtier.broadridge.net@broadridge.net,Ops GPT is a VAP and involves additional cost,Product/Ops console Dev teams,,Metis,5901967,Queue Name\nQueue Manager Name,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
143,144,Ops Console,Ops Console,Ops Console Environment,Entitlement setup,No,Access Management,Ops43,Ops-Ops-43,Establish Entitlements,Establish the Funcs and Scons for the Ops console users to access the screens based on their role and requirement,5,No,Get the list of users to setup\nType of access required based on the roles and applications in scope,"IDM Second admin has to login to IDM and setup the IDs ,add roles and add funcs/scons based on the roles.",,Conversions Team,BPS Conversion (HYD) <BPSConversionHYD@broadridge.com>,,,Entitlements  sheet,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
144,145,Ops Console,Ops Console,Ops Console Environment,Project Management,No,Project Management,Ops44,Ops-Ops-44,Setup link to help document,Setup link to help document,,No,,,,,,,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
145,146,Ops Console,Ops Console,Ops Console Environment,Network Setup,No,Network connectivity,Ops45,Ops-Ops-45,Layer 7 Integration - CERTS onboarding,Add the new endpoints to Layer7.Opsconsole & Phase4c - Enable L7 authentication for  Enviroment new build,10,No,,Open a Jira/ITSM request to Layer 7 team to add the latest Certs to the Endpoint URL and enable the authentication to build the new environment\nUse the below link to inquire about the tickets:\nhttps://brhelix.onbmc.com/arsys/forms/onbmc-s/SHR%3ALandingConsole/Default+Administrator+View/?cacheid=89f7b9a2,,Layer 7 Certs team,Layer7 <Layer7@broadridge.com>,ITSM,REQ000000829759,"End Point URL, https://confluence-broadridge.msappproxy.net/display/GBS/Layer7+Integration+-+TD+Prime+Task+Brief",https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
146,147,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops46,Ops-Ops-46,Post implementationValidation task,Validate URL (after 6am Sun),1,No,,Drop an email to Ops console team to validate the Certs,,SSO Team,SSO/IdM Group <SSO.IdM@broadridge.com>,Email,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
147,148,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops47,Ops-Ops-47,SSO setup ,Submit ticket to setup SSO agent on web server (need DB to be available),5,No,The Ops console application should be up and running.\null ID should be setup for the SSO team in IDM ,Open an ITSM request to setup the SSO and integrate the Opsconsole to SSO servers\nFor samples please refer to the Sample ticket \nUse the below link to inquire about the tickets:\nhttps://brhelix.onbmc.com/arsys/forms/onbmc-s/SHR%3ALandingConsole/Default+Administrator+View/?cacheid=89f7b9a2\n,,SSO Team,SSO/IdM Group <SSO.IdM@broadridge.com>/Middleware Engineering <Middleware_Engineering@broadridge.com>,ITSM,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
148,149,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops48,Ops-Ops-48,SSO integration,Setup SSO integration,5,No,The Ops console application should be up and running.\null ID should be setup for the SSO team in IDM ,Open an ITSM request to setup the SSO and integrate the Opsconsole to SSO servers\nFor samples please refer to the Sample ticket \nUse the below link to inquire about the tickets:\nhttps://brhelix.onbmc.com/arsys/forms/onbmc-s/SHR%3ALandingConsole/Default+Administrator+View/?cacheid=89f7b9a2\n,,Ops Console Dev/SSO Team,WMAP-OpsConsole-DEV <WMAP-OC-Development@broadridge.com>\nSSO/IdM Group <SSO.IdM@broadridge.com>,ITSM,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
149,150,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops49,Ops-Ops-49,SSO validation,SSO Validation,1,No,The SSO integration should be completed,Drop an email to SSO team to perform the SSO validation on the new setup,,Ops Console Dev/SSO Team,SSO/IdM Group <SSO.IdM@broadridge.com>/Middleware Engineering <Middleware_Engineering@broadridge.com>,Email,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
150,151,Ops Console,Ops Console,Ops Console Environment,Core Setup,No,Core Setup,Ops50,Ops-Ops-50,Enable the application on GFW/Ops console,Open a Metis Ticket to enable the client in both GFW and Ops console,20-40,Yes,The client is already on GFW platform,Open a Metis ticket to enable the client on both GFW and  Ops console.\nPlease refer to the Sample tickets for Metis sample\nUse the below link to serach the sample tickets and open the Metis:\nhttps://remtier.broadridge.net/rsso/start?goto=http%3A%2F%2Fremtier.broadridge.net%2Farsys%2F&tenullt=remtier.broadridge.net@broadridge.net,,Ops Console Dev/Product teams,,Metis,5765374,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
151,152,Ops Console,Ops Console,Ops Console Environment,Testing,No,Testing ,Ops51,Ops-Ops-51,Internal Testing ,The basic screen testing has to be performed for all the applications in scope,10,Yes,The User IDs has to be created for the environment. \nHave the basic test cases documented\nHave the Funcs and Scons setup.,Login to the Ops console environment using the below link.\nNavigate to the application and perform the basic screen level and access level testing.\nCapture the screen shots and document the results.,The Testing has to be performed in the QA region and signed off before implementing the changes in Prod,Conversions Team/Appication SMEs,,,,NA ,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
152,153,Ops Console,Ops Console,Ops Console Environment,Training,No,Training,Ops52,Ops-Ops-52,Client - Training ,A detailed Walkthrough will be given to the client on the Ops console at the application level,5 - 10 Days,Yes,The Applications should be up and running.\nSome test data has to be setup for the application out for Demo. Capture the Screen prints of all the differences or new functionalities.\n\n,"Setup a meeting with the client and walkthrough the ops console application in details , talk about every functionality that is out on the screens. \nWalkthen though a couple of scenarios or flow.\nullswer any questions raised by the client.",The training has to be performed in the QA region and signed off before implementing the changes in Prod,Conversions/Application SME,,Meeting,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=4NF8tS&cid=176e394c%2D77b4%2D44d9%2Db54b%2Dc29e3f1943f1&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FOps%20Console%20Onboarding&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
153,154,BPS,Corporate Actions,Dividends,Product setup,No,Admin,,BPS-DIV-01,Introduction meeting with client and BR conversion team,This is a kick-off meeting with client team . In this meeting conversion team will get overview of client current system and give overview of BR system . In these meetings both teams will get agreement on the scope of this conversion. In these meeting we will get high-level understanding of conversion methodology   	 ,1,Yes,,,,"Conversions team, Clients",,,,,https://broadridge.sharepoint.com/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Forms/AllItems.aspx?csf=1&web=1&e=u4r7xt&CID=9bde7b07%2D4717%2D4b05%2D85e8%2Dc5ef05b20cf0&FolderCTID=0x01200022942FDEB4BDFC489C21747600A8E622&id=%2Fsites%2FGTO%2DPMO%2FOnboardingAI%2FOnboarding%20Setup%20Assist%2FCorporate%20Actions&viewid=6cbf5f8b%2Dc6e1%2D470e%2Da38c%2Dea2bb676ede3
154,155,BPS,Corporate Actions,Dividends,Product setup,No,Data Conversion,,BPS-DIV-02,Conversion methodology for Pending Dividend  ,"This Pending Dividend  conversion methodology documents covers responsibilities of each team, source of conversion data , scope of conversion and schedule. All the stakeholders should agree with their receptibilities .  Client should give sign-off to this document ",2,Yes, Signed off Entry & Exist should be in place\n Data format from client vs BR format should be in place. \n Data transmission mechanisms should be available, Gather the list of activities which are part of the client conversion.\n Send the documented activities to the client via email to obtain their signoff..\n Prepare Entry & Exit criteria,,"Conversions team, Clients, Vendors",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Conversion_Methodology?csf=1&web=1&e=MC8fR1
155,156,BPS,Corporate Actions,Dividends,Product setup,No,Data Conversion,,BPS-DIV-03,Finalize the list of conversion reports ,In this step BR and client will come to an agreement on the list of reports that client will use to validate the conversion data. These reports can be offline reports that are generated during the conversion process or the reports that are getting generated in BR regular process,2,Yes, It is necessary to have entry and exit criteria.\n It is necessary to get sign-off on the conversion methodology document from client.,,,"Conversions team, Clients, Vendors",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Conversion_Reports?csf=1&web=1&e=H8aQZd
156,157,BPS,Corporate Actions,Dividends,Product setup,No,Data Conversion,,BPS-DIV-04,Conversion Dev team to develop conversion programs and reports ,Conversion SME provides the spec to convert the client data to BR format. Conversion development use this spec and write code to convert data and generate the required reports,2,Yes,Client should give sign-off to conversion Methodology and reports,,,"Conversions team, Clients, Vendors",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Conversion_Reports?csf=1&web=1&e=H8aQZd
157,158,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-05,Activation of Dividend processing,Client needs to turn on B1 24900 to activate the Dividend processing   ,1,Yes,,B1 24900:Activates Dividends B1 \nSection\n-A - Active (default). Activates dividend processing \nbased on the number values within the dividend s \nB1 section.\n-I - Inactive. Does not accept any values within the \ndividend B1 section.,For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Clients",,,,,
158,159,BPS,Corporate Actions,Dividends,Product setup,No,Configuration setup,,BPS-DIV-06,Annoucement Feed processing,"For announcement processing client can opt for different types of feed( DTC , IDSI  or thier own data) ",1,Yes,,"B1 28600: Activates Dividend Announcement \nSource\n0 -IDSI only\n1-DTC as primary\n2- IDSI as primary; DTC can be \nviewed.\n3-DTC as primary; CDS can be \nviewed.\n4- IDSI as primary; DTC and CDS can \nbe viewed.\n5-CDS as primary, IDSI & DTC can \nbe viewed.\n6-CDS as primary for Canadian \nsecurities, DTC as primary for non_x0002_Canadian securities; IDSI can be \nviewed.\n7-CDS as primary for Canadian \nsecurities, IDSI as primary for non_x0002_Canadian securities; DTC can be \nviewed\n",For more B1 refer to the Dividend B1 folder in helpful link,"Conversions team, Conversions Dev",,,,,https://broadridge.sharepoint.com/:f:/r/sites/GTO-PMO/OnboardingAI/Onboarding Setup Assist/Corporate Actions/Dividend related B1 and report documents?csf=1&web=1&e=XbRcs8
